CD300A	GO:0060101;GO:0043407;GO:0007155;GO:0043305;GO:2000417;GO:0001786;GO:0030889;GO:0070062;GO:0048147;GO:0050859;GO:0034125;GO:0050856;GO:0101003;GO:0070821;GO:0050776;GO:0007165;GO:1902564;GO:0038023;GO:1902567;GO:0043312;GO:0005886;GO:1902569;GO:0008429;GO:0051134;GO:0005515;GO:0032516;GO:0016020;GO:0016021;GO:0033007
CCDC124	GO:0051301;GO:0003723;GO:0005815;GO:0005829;GO:0030496;GO:0005886;GO:0007049
RPL8	GO:0002181;GO:1990090;GO:0006364;GO:0022625;GO:0006413;GO:0006412;GO:0042788;GO:0044822;GO:0019083;GO:0003723;GO:0006614;GO:0000184;GO:0003735;GO:0005925;GO:0016020;GO:1990932;GO:0005829
RNF183	GO:0061630;GO:0005515;GO:0046872;GO:0000209;GO:0016021;GO:0005783
ENOX2	GO:0003676;GO:0005615;GO:0015035;GO:0009897;GO:0005829;GO:0055114;GO:0007624;GO:0040008
PPP4C	GO:0006470;GO:0038061;GO:0005886;GO:0005654;GO:0004722;GO:0005634;GO:0005515;GO:0004704;GO:0005815;GO:0046872;GO:0005829;GO:0010569;GO:0030289
H7C2Y5	GO:0005783;GO:0051082;GO:0006457
RPL32	GO:0002181;GO:0006364;GO:0022625;GO:0006413;GO:0006412;GO:0042788;GO:0019083;GO:0003723;GO:0006614;GO:0000184;GO:0003735;GO:0016020;GO:0005829
KNL1	GO:0007062;GO:0016604;GO:0000777;GO:0034080;GO:0005654;GO:0051301;GO:0001675;GO:0005634;GO:0005515;GO:0010923;GO:0001669;GO:0008608;GO:0034501;GO:0005829
PAXBP1	GO:0007517;GO:0000122;GO:0005634;GO:0001078;GO:0006351;GO:0031062;GO:0000978;GO:0005829;GO:2000288;GO:0008134;GO:0045944;GO:0014842
DEFB105A	GO:0045087;GO:0005576;GO:0042742;GO:0009986
TXN	GO:0008283;GO:0030091;GO:0015037;GO:0015035;GO:0006662;GO:0009314;GO:1903206;GO:0043388;GO:0000122;GO:0003723;GO:0070062;GO:0047134;GO:0015949;GO:0005829;GO:0016671;GO:0033158;GO:0032148;GO:0033138;GO:0046826;GO:0006351;GO:0007165;GO:0004791;GO:0007267;GO:0045454;GO:0005634;GO:0005515;GO:0005737;GO:0098869;GO:0034599;GO:0055114;GO:0051897
CCDC148	GO:0005515
TMEM256-PLSCR3	GO:0016020;GO:0017121;GO:0017128
DLGAP3	GO:0014069;GO:0019904;GO:0005515;GO:0045211;GO:0023052;GO:0030054;GO:0045202;GO:0001540;GO:0005886
PPM1J	GO:0004722;GO:0006470
TXNDC12	GO:0005788;GO:0015037;GO:0005515;GO:0019153;GO:0030154;GO:0060548;GO:0045454;GO:0055114;GO:0005783;GO:1902236
DMBT1	GO:0007275;GO:0015031;GO:0005576;GO:0002221;GO:0070062;GO:0043152;GO:0016032;GO:0051607;GO:0031012;GO:0050830;GO:0035375;GO:0050829;GO:0005044;GO:0044267;GO:0048306;GO:0006952;GO:0006898;GO:0042589;GO:0030855;GO:0050840;GO:0005615;GO:0005515;GO:0008329;GO:0005737;GO:0045087;GO:0042494;GO:0030670;GO:0019898
